USAGE_DATE,FACILITY_NAME,attendance
6/13/2019,PortAventura World,44548
6/13/2019,Tivoli Gardens,21733
6/14/2019,PortAventura World,41605
6/14/2019,Tivoli Gardens,20039
6/15/2019,PortAventura World,61113
6/15/2019,Tivoli Gardens,31729
6/16/2019,PortAventura World,39644
6/16/2019,Tivoli Gardens,26428
6/17/2019,PortAventura World,43484
6/17/2019,Tivoli Gardens,16327
6/18/2019,PortAventura World,43642
6/18/2019,Tivoli Gardens,19827
6/19/2019,PortAventura World,36273
6/19/2019,Tivoli Gardens,17618
6/20/2019,PortAventura World,42419
6/20/2019,Tivoli Gardens,19718
6/21/2019,PortAventura World,52315
6/21/2019,Tivoli Gardens,21964
6/22/2019,PortAventura World,58197
6/22/2019,Tivoli Gardens,27569
6/23/2019,PortAventura World,49349
6/23/2019,Tivoli Gardens,26706
6/24/2019,PortAventura World,51218
6/24/2019,Tivoli Gardens,21355
6/25/2019,PortAventura World,49541
6/25/2019,Tivoli Gardens,22642
6/26/2019,PortAventura World,48378
6/26/2019,Tivoli Gardens,23376
6/27/2019,PortAventura World,49963
6/27/2019,Tivoli Gardens,23735
6/28/2019,PortAventura World,44823
6/28/2019,Tivoli Gardens,22203
6/29/2019,PortAventura World,49626
6/29/2019,Tivoli Gardens,23397
6/30/2019,PortAventura World,50615
6/30/2019,Tivoli Gardens,25214
7/1/2019,PortAventura World,51121
7/1/2019,Tivoli Gardens,21377
7/2/2019,PortAventura World,53008
7/2/2019,Tivoli Gardens,23861
7/3/2019,PortAventura World,50710
7/3/2019,Tivoli Gardens,23598
7/4/2019,PortAventura World,50839
7/4/2019,Tivoli Gardens,24038
7/5/2019,PortAventura World,45844
7/5/2019,Tivoli Gardens,26295
7/6/2019,PortAventura World,57334
7/6/2019,Tivoli Gardens,28897
7/7/2019,PortAventura World,52112
7/7/2019,Tivoli Gardens,30812
7/8/2019,PortAventura World,50665
7/8/2019,Tivoli Gardens,21582
7/9/2019,PortAventura World,54078
7/9/2019,Tivoli Gardens,23854
7/10/2019,PortAventura World,49217
7/10/2019,Tivoli Gardens,23009
7/11/2019,PortAventura World,51124
7/11/2019,Tivoli Gardens,24221
7/12/2019,PortAventura World,46768
7/12/2019,Tivoli Gardens,26532
7/13/2019,PortAventura World,54936
7/13/2019,Tivoli Gardens,24084
7/14/2019,PortAventura World,51575
7/14/2019,Tivoli Gardens,24505
7/15/2019,PortAventura World,46954
7/15/2019,Tivoli Gardens,20312
7/16/2019,PortAventura World,56142
7/16/2019,Tivoli Gardens,25125
7/17/2019,PortAventura World,54130
7/17/2019,Tivoli Gardens,25212
7/18/2019,PortAventura World,51951
7/18/2019,Tivoli Gardens,25531
7/19/2019,PortAventura World,47240
7/19/2019,Tivoli Gardens,21068
7/20/2019,PortAventura World,59714
7/20/2019,Tivoli Gardens,25441
7/21/2019,PortAventura World,52626
7/21/2019,Tivoli Gardens,25367
7/22/2019,PortAventura World,53389
7/22/2019,Tivoli Gardens,22110
7/23/2019,PortAventura World,53037
7/23/2019,Tivoli Gardens,22422
7/24/2019,PortAventura World,46183
7/24/2019,Tivoli Gardens,21185
7/25/2019,PortAventura World,38936
7/25/2019,Tivoli Gardens,17743
7/26/2019,PortAventura World,49861
7/26/2019,Tivoli Gardens,21942
7/27/2019,PortAventura World,49341
7/27/2019,Tivoli Gardens,22341
7/28/2019,PortAventura World,55672
7/28/2019,Tivoli Gardens,27256
7/29/2019,PortAventura World,56132
7/29/2019,Tivoli Gardens,23190
7/30/2019,PortAventura World,57014
7/30/2019,Tivoli Gardens,24572
7/31/2019,PortAventura World,55131
7/31/2019,Tivoli Gardens,25835
8/1/2019,PortAventura World,54248
8/1/2019,Tivoli Gardens,24746
8/2/2019,PortAventura World,46503
8/2/2019,Tivoli Gardens,21951
8/3/2019,PortAventura World,58228
8/3/2019,Tivoli Gardens,24499
8/4/2019,PortAventura World,51596
8/4/2019,Tivoli Gardens,25071
8/5/2019,PortAventura World,61462
8/5/2019,Tivoli Gardens,24633
8/6/2019,PortAventura World,60123
8/6/2019,Tivoli Gardens,25705
8/7/2019,PortAventura World,63269
8/7/2019,Tivoli Gardens,28196
8/8/2019,PortAventura World,72370
8/8/2019,Tivoli Gardens,31266
8/9/2019,PortAventura World,43737
8/9/2019,Tivoli Gardens,21809
8/10/2019,PortAventura World,64884
8/10/2019,Tivoli Gardens,27550
8/11/2019,PortAventura World,55270
8/11/2019,Tivoli Gardens,26665
8/12/2019,PortAventura World,55670
8/12/2019,Tivoli Gardens,24487
8/13/2019,PortAventura World,80642
8/13/2019,Tivoli Gardens,34945
8/14/2019,PortAventura World,63313
8/14/2019,Tivoli Gardens,28300
8/15/2019,PortAventura World,52264
8/15/2019,Tivoli Gardens,25372
8/16/2019,PortAventura World,65095
8/16/2019,Tivoli Gardens,28228
8/17/2019,PortAventura World,44813
8/17/2019,Tivoli Gardens,23446
8/18/2019,PortAventura World,45107
8/18/2019,Tivoli Gardens,22605
8/19/2019,PortAventura World,67589
8/19/2019,Tivoli Gardens,27398
8/20/2019,PortAventura World,69036
8/20/2019,Tivoli Gardens,30348
8/21/2019,PortAventura World,67023
8/21/2019,Tivoli Gardens,29720
8/22/2019,PortAventura World,67094
8/22/2019,Tivoli Gardens,30193
8/23/2019,PortAventura World,57831
8/23/2019,Tivoli Gardens,26513
8/24/2019,PortAventura World,68202
8/24/2019,Tivoli Gardens,29930
8/25/2019,PortAventura World,59389
8/25/2019,Tivoli Gardens,28826
8/26/2019,PortAventura World,55277
8/26/2019,Tivoli Gardens,24431
8/27/2019,PortAventura World,56983
8/27/2019,Tivoli Gardens,25830
8/28/2019,PortAventura World,54958
8/28/2019,Tivoli Gardens,25904
8/29/2019,PortAventura World,60125
8/29/2019,Tivoli Gardens,27226
8/30/2019,PortAventura World,52321
8/30/2019,Tivoli Gardens,23993
8/31/2019,PortAventura World,62434
8/31/2019,Tivoli Gardens,29712
9/1/2019,PortAventura World,47961
9/1/2019,Tivoli Gardens,30238
9/2/2019,PortAventura World,41301
9/2/2019,Tivoli Gardens,14956
9/3/2019,PortAventura World,43508
9/3/2019,Tivoli Gardens,17467
9/4/2019,PortAventura World,41358
9/4/2019,Tivoli Gardens,18189
9/5/2019,PortAventura World,41424
9/5/2019,Tivoli Gardens,18157
9/6/2019,PortAventura World,40299
9/6/2019,Tivoli Gardens,17416
9/7/2019,PortAventura World,56749
9/7/2019,Tivoli Gardens,25478
9/8/2019,PortAventura World,44303
9/8/2019,Tivoli Gardens,24836
9/9/2019,PortAventura World,36037
9/9/2019,Tivoli Gardens,13568
9/10/2019,PortAventura World,34916
9/10/2019,Tivoli Gardens,14742
9/11/2019,PortAventura World,35057
9/11/2019,Tivoli Gardens,15335
9/12/2019,PortAventura World,34557
9/12/2019,Tivoli Gardens,15611
9/13/2019,PortAventura World,40240
9/13/2019,Tivoli Gardens,16061
9/14/2019,PortAventura World,71663
9/14/2019,Tivoli Gardens,32245
9/15/2019,PortAventura World,51071
9/15/2019,Tivoli Gardens,27907
9/16/2019,PortAventura World,33619
9/16/2019,Tivoli Gardens,13777
9/17/2019,PortAventura World,31764
9/17/2019,Tivoli Gardens,14516
9/18/2019,PortAventura World,31807
9/18/2019,Tivoli Gardens,14593
9/19/2019,PortAventura World,30673
9/19/2019,Tivoli Gardens,14105
9/20/2019,PortAventura World,32302
9/20/2019,Tivoli Gardens,13497
9/21/2019,PortAventura World,65766
9/21/2019,Tivoli Gardens,29791
9/22/2019,PortAventura World,36942
9/22/2019,Tivoli Gardens,22055
9/23/2019,PortAventura World,32219
9/23/2019,Tivoli Gardens,13146
9/24/2019,PortAventura World,21960
9/24/2019,Tivoli Gardens,12018
9/25/2019,PortAventura World,22904
9/25/2019,Tivoli Gardens,12133
9/26/2019,PortAventura World,27085
9/26/2019,Tivoli Gardens,12541
9/27/2019,PortAventura World,53195
9/27/2019,Tivoli Gardens,21367
9/28/2019,PortAventura World,64717
9/28/2019,Tivoli Gardens,30136
9/29/2019,PortAventura World,33343
9/29/2019,Tivoli Gardens,22592
9/30/2019,PortAventura World,28027
9/30/2019,Tivoli Gardens,11897
10/1/2019,PortAventura World,18453
10/1/2019,Tivoli Gardens,9021
10/2/2019,PortAventura World,26186
10/2/2019,Tivoli Gardens,10379
10/3/2019,PortAventura World,30820
10/3/2019,Tivoli Gardens,12543
10/4/2019,PortAventura World,57224
10/4/2019,Tivoli Gardens,14517
10/5/2019,PortAventura World,51402
10/5/2019,Tivoli Gardens,22172
10/6/2019,PortAventura World,38424
10/6/2019,Tivoli Gardens,21644
10/7/2019,PortAventura World,36372
10/7/2019,Tivoli Gardens,13983
10/8/2019,PortAventura World,24529
10/8/2019,Tivoli Gardens,12551
10/9/2019,PortAventura World,27279
10/9/2019,Tivoli Gardens,12447
10/10/2019,PortAventura World,34812
10/10/2019,Tivoli Gardens,15367
10/11/2019,PortAventura World,35928
10/11/2019,Tivoli Gardens,15089
10/12/2019,PortAventura World,58539
10/12/2019,Tivoli Gardens,25437
10/13/2019,PortAventura World,54123
10/13/2019,Tivoli Gardens,26996
10/14/2019,PortAventura World,37665
10/14/2019,Tivoli Gardens,14078
10/15/2019,PortAventura World,36461
10/15/2019,Tivoli Gardens,16999
10/16/2019,PortAventura World,30652
10/16/2019,Tivoli Gardens,16064
10/17/2019,PortAventura World,35526
10/17/2019,Tivoli Gardens,16653
10/18/2019,PortAventura World,36948
10/18/2019,Tivoli Gardens,15673
10/19/2019,PortAventura World,48701
10/19/2019,Tivoli Gardens,21027
10/20/2019,PortAventura World,38304
10/20/2019,Tivoli Gardens,23318
10/21/2019,PortAventura World,46848
10/21/2019,Tivoli Gardens,21499
10/22/2019,PortAventura World,52307
10/22/2019,Tivoli Gardens,26172
10/23/2019,PortAventura World,51801
10/23/2019,Tivoli Gardens,27092
10/24/2019,PortAventura World,51839
10/24/2019,Tivoli Gardens,24677
10/25/2019,PortAventura World,48583
10/25/2019,Tivoli Gardens,21178
10/26/2019,PortAventura World,74214
10/26/2019,Tivoli Gardens,26545
10/27/2019,PortAventura World,41984
10/27/2019,Tivoli Gardens,21755
10/28/2019,PortAventura World,54762
10/28/2019,Tivoli Gardens,23181
10/29/2019,PortAventura World,55267
10/29/2019,Tivoli Gardens,24814
10/30/2019,PortAventura World,56027
10/30/2019,Tivoli Gardens,24406
10/31/2019,PortAventura World,72825
10/31/2019,Tivoli Gardens,23305
11/1/2019,PortAventura World,49755
11/1/2019,Tivoli Gardens,24528
11/2/2019,PortAventura World,57619
11/2/2019,Tivoli Gardens,28551
11/3/2019,PortAventura World,38280
11/3/2019,Tivoli Gardens,23198
11/4/2019,PortAventura World,22779
11/4/2019,Tivoli Gardens,12344
11/5/2019,PortAventura World,17075
11/5/2019,Tivoli Gardens,7817
11/6/2019,PortAventura World,18870
11/6/2019,Tivoli Gardens,9466
11/7/2019,PortAventura World,20750
11/7/2019,Tivoli Gardens,9256
11/8/2019,PortAventura World,25364
11/8/2019,Tivoli Gardens,10890
11/9/2019,PortAventura World,53995
11/9/2019,Tivoli Gardens,22275
11/10/2019,PortAventura World,67251
11/10/2019,Tivoli Gardens,33352
11/11/2019,PortAventura World,39912
11/11/2019,Tivoli Gardens,20394
11/12/2019,PortAventura World,28400
11/12/2019,Tivoli Gardens,13364
11/13/2019,PortAventura World,25693
11/13/2019,Tivoli Gardens,11515
11/14/2019,PortAventura World,26259
11/14/2019,Tivoli Gardens,11693
11/15/2019,PortAventura World,24173
11/15/2019,Tivoli Gardens,13316
11/16/2019,PortAventura World,55621
11/16/2019,Tivoli Gardens,25706
11/17/2019,PortAventura World,47251
11/17/2019,Tivoli Gardens,27243
11/18/2019,PortAventura World,25865
11/18/2019,Tivoli Gardens,13918
11/19/2019,PortAventura World,29147
11/19/2019,Tivoli Gardens,14544
11/20/2019,PortAventura World,27630
11/20/2019,Tivoli Gardens,13739
11/21/2019,PortAventura World,26592
11/21/2019,Tivoli Gardens,14252
11/22/2019,PortAventura World,51237
11/22/2019,Tivoli Gardens,33714
11/23/2019,PortAventura World,53678
11/23/2019,Tivoli Gardens,26093
11/24/2019,PortAventura World,50555
11/24/2019,Tivoli Gardens,27467
11/25/2019,PortAventura World,29383
11/25/2019,Tivoli Gardens,14891
11/26/2019,PortAventura World,24100
11/26/2019,Tivoli Gardens,12971
11/27/2019,PortAventura World,21731
11/27/2019,Tivoli Gardens,11219
11/28/2019,PortAventura World,25767
11/28/2019,Tivoli Gardens,12744
11/29/2019,PortAventura World,55331
11/29/2019,Tivoli Gardens,35017
11/30/2019,PortAventura World,60014
11/30/2019,Tivoli Gardens,25212
12/1/2019,PortAventura World,43519
12/1/2019,Tivoli Gardens,23342
12/2/2019,PortAventura World,31301
12/2/2019,Tivoli Gardens,15819
12/3/2019,PortAventura World,25496
12/3/2019,Tivoli Gardens,13643
12/4/2019,PortAventura World,24900
12/4/2019,Tivoli Gardens,13091
12/5/2019,PortAventura World,25649
12/5/2019,Tivoli Gardens,13269
12/6/2019,PortAventura World,47194
12/6/2019,Tivoli Gardens,30297
12/7/2019,PortAventura World,56747
12/7/2019,Tivoli Gardens,23121
12/8/2019,PortAventura World,39819
12/8/2019,Tivoli Gardens,23181
12/9/2019,PortAventura World,26402
12/9/2019,Tivoli Gardens,13225
12/10/2019,PortAventura World,27249
12/10/2019,Tivoli Gardens,12862
12/11/2019,PortAventura World,23359
12/11/2019,Tivoli Gardens,12114
12/12/2019,PortAventura World,26905
12/12/2019,Tivoli Gardens,12148
12/13/2019,PortAventura World,52739
12/13/2019,Tivoli Gardens,13851
12/14/2019,PortAventura World,59334
12/14/2019,Tivoli Gardens,24288
12/15/2019,PortAventura World,48955
12/15/2019,Tivoli Gardens,25025
12/16/2019,PortAventura World,29312
12/16/2019,Tivoli Gardens,15324
12/17/2019,PortAventura World,49853
12/17/2019,Tivoli Gardens,14415
12/18/2019,PortAventura World,38041
12/18/2019,Tivoli Gardens,14106
12/19/2019,PortAventura World,36101
12/19/2019,Tivoli Gardens,13967
12/20/2019,PortAventura World,57672
12/20/2019,Tivoli Gardens,13447
12/21/2019,PortAventura World,45725
12/21/2019,Tivoli Gardens,18729
12/22/2019,PortAventura World,49538
12/22/2019,Tivoli Gardens,23657
12/23/2019,PortAventura World,54043
12/23/2019,Tivoli Gardens,23858
12/24/2019,PortAventura World,46435
12/24/2019,Tivoli Gardens,19611
12/25/2019,PortAventura World,61971
12/25/2019,Tivoli Gardens,27076
12/26/2019,PortAventura World,59816
12/26/2019,Tivoli Gardens,27000
12/27/2019,PortAventura World,68255
12/27/2019,Tivoli Gardens,30380
12/28/2019,PortAventura World,72849
12/28/2019,Tivoli Gardens,33499
12/29/2019,PortAventura World,65991
12/29/2019,Tivoli Gardens,32446
12/30/2019,PortAventura World,76116
12/30/2019,Tivoli Gardens,34008
12/31/2019,PortAventura World,74321
12/31/2019,Tivoli Gardens,31516
1/1/2020,PortAventura World,51759
1/1/2020,Tivoli Gardens,25499
1/2/2020,PortAventura World,64609
1/2/2020,Tivoli Gardens,28816
1/3/2020,PortAventura World,62575
1/3/2020,Tivoli Gardens,31048
1/4/2020,PortAventura World,64796
1/4/2020,Tivoli Gardens,31952
1/5/2020,PortAventura World,43240
1/5/2020,Tivoli Gardens,24298
1/6/2020,PortAventura World,31702
1/6/2020,Tivoli Gardens,16966
1/7/2020,PortAventura World,22944
1/7/2020,Tivoli Gardens,14007
1/8/2020,PortAventura World,20885
1/8/2020,Tivoli Gardens,13266
1/9/2020,PortAventura World,16591
1/9/2020,Tivoli Gardens,11974
1/10/2020,PortAventura World,28901
1/10/2020,Tivoli Gardens,11397
1/11/2020,PortAventura World,77391
1/11/2020,Tivoli Gardens,30716
1/12/2020,PortAventura World,41027
1/12/2020,Tivoli Gardens,27918
1/13/2020,PortAventura World,26946
1/13/2020,Tivoli Gardens,18423
1/14/2020,PortAventura World,18509
1/14/2020,Tivoli Gardens,13274
1/15/2020,PortAventura World,16166
1/15/2020,Tivoli Gardens,11723
1/16/2020,PortAventura World,20196
1/16/2020,Tivoli Gardens,13341
1/17/2020,PortAventura World,18366
1/17/2020,Tivoli Gardens,11642
1/18/2020,PortAventura World,53819
1/18/2020,Tivoli Gardens,32336
1/19/2020,PortAventura World,42895
1/19/2020,Tivoli Gardens,30339
1/20/2020,PortAventura World,23209
1/20/2020,Tivoli Gardens,16178
1/21/2020,PortAventura World,16359
1/21/2020,Tivoli Gardens,10875
1/22/2020,PortAventura World,15295
1/22/2020,Tivoli Gardens,10362
1/23/2020,PortAventura World,16507
1/23/2020,Tivoli Gardens,9777
1/24/2020,PortAventura World,22805
1/24/2020,Tivoli Gardens,14488
1/25/2020,PortAventura World,50495
1/25/2020,Tivoli Gardens,28835
1/26/2020,PortAventura World,40868
1/26/2020,Tivoli Gardens,28170
1/27/2020,PortAventura World,21872
1/27/2020,Tivoli Gardens,16447
1/28/2020,PortAventura World,17521
1/28/2020,Tivoli Gardens,12279
1/29/2020,PortAventura World,18912
1/29/2020,Tivoli Gardens,11649
1/30/2020,PortAventura World,17041
1/30/2020,Tivoli Gardens,11635
1/31/2020,PortAventura World,28014
1/31/2020,Tivoli Gardens,15489
2/1/2020,PortAventura World,45827
2/1/2020,Tivoli Gardens,29971
2/2/2020,PortAventura World,40066
2/2/2020,Tivoli Gardens,26955
2/3/2020,PortAventura World,26825
2/3/2020,Tivoli Gardens,20104
2/4/2020,PortAventura World,20095
2/4/2020,Tivoli Gardens,15658
2/5/2020,PortAventura World,22870
2/5/2020,Tivoli Gardens,14229
2/6/2020,PortAventura World,24583
2/6/2020,Tivoli Gardens,15438
2/7/2020,PortAventura World,27176
2/7/2020,Tivoli Gardens,16691
2/8/2020,PortAventura World,42548
2/8/2020,Tivoli Gardens,25369
2/9/2020,PortAventura World,29619
2/9/2020,Tivoli Gardens,21939
2/10/2020,PortAventura World,22545
2/10/2020,Tivoli Gardens,15949
2/11/2020,PortAventura World,25690
2/11/2020,Tivoli Gardens,16122
2/12/2020,PortAventura World,27694
2/12/2020,Tivoli Gardens,16881
2/13/2020,PortAventura World,20157
2/13/2020,Tivoli Gardens,14534
2/14/2020,PortAventura World,34748
2/14/2020,Tivoli Gardens,19972
2/15/2020,PortAventura World,53473
2/15/2020,Tivoli Gardens,30850
2/16/2020,PortAventura World,42108
2/16/2020,Tivoli Gardens,27858
2/17/2020,PortAventura World,44228
2/17/2020,Tivoli Gardens,24891
2/18/2020,PortAventura World,52586
2/18/2020,Tivoli Gardens,27834
2/19/2020,PortAventura World,46224
2/19/2020,Tivoli Gardens,26513
2/20/2020,PortAventura World,45062
2/20/2020,Tivoli Gardens,26917
2/21/2020,PortAventura World,55100
2/21/2020,Tivoli Gardens,29670
2/22/2020,PortAventura World,62289
2/22/2020,Tivoli Gardens,34860
2/23/2020,PortAventura World,49949
2/23/2020,Tivoli Gardens,31194
2/24/2020,PortAventura World,54960
2/24/2020,Tivoli Gardens,31566
2/25/2020,PortAventura World,45394
2/25/2020,Tivoli Gardens,28191
2/26/2020,PortAventura World,42705
2/26/2020,Tivoli Gardens,25633
2/27/2020,PortAventura World,40827
2/27/2020,Tivoli Gardens,26690
2/28/2020,PortAventura World,42799
2/28/2020,Tivoli Gardens,25256
2/29/2020,PortAventura World,49312
2/29/2020,Tivoli Gardens,31231
3/1/2020,PortAventura World,33187
3/1/2020,Tivoli Gardens,22455
3/2/2020,PortAventura World,28619
3/2/2020,Tivoli Gardens,18637
3/3/2020,PortAventura World,30985
3/3/2020,Tivoli Gardens,18020
3/4/2020,PortAventura World,27113
3/4/2020,Tivoli Gardens,17584
3/5/2020,PortAventura World,22852
3/5/2020,Tivoli Gardens,17111
3/6/2020,PortAventura World,31879
3/6/2020,Tivoli Gardens,18476
3/7/2020,PortAventura World,57804
3/7/2020,Tivoli Gardens,32972
3/8/2020,PortAventura World,33940
3/8/2020,Tivoli Gardens,22717
3/9/2020,PortAventura World,29947
3/9/2020,Tivoli Gardens,18019
3/10/2020,PortAventura World,21736
3/10/2020,Tivoli Gardens,15626
3/11/2020,PortAventura World,20581
3/11/2020,Tivoli Gardens,13217
3/12/2020,PortAventura World,16165
3/12/2020,Tivoli Gardens,12251
3/13/2020,PortAventura World,17885
3/13/2020,Tivoli Gardens,13747
7/8/2020,PortAventura World,-9914
7/9/2020,Tivoli Gardens,-6084
7/10/2020,PortAventura World,-9959
7/10/2020,Tivoli Gardens,-6102
7/11/2020,PortAventura World,-4108
7/11/2020,Tivoli Gardens,-1653
7/12/2020,PortAventura World,-3004
7/12/2020,Tivoli Gardens,-984
7/13/2020,PortAventura World,4693
7/13/2020,Tivoli Gardens,3030
7/14/2020,PortAventura World,4054
7/14/2020,Tivoli Gardens,3761
7/15/2020,PortAventura World,124
7/15/2020,Tivoli Gardens,-564
7/16/2020,PortAventura World,1690
7/16/2020,Tivoli Gardens,862
7/17/2020,PortAventura World,1305
7/17/2020,Tivoli Gardens,645
7/18/2020,PortAventura World,3159
7/18/2020,Tivoli Gardens,1378
7/19/2020,PortAventura World,2586
7/19/2020,Tivoli Gardens,1763
7/20/2020,PortAventura World,2150
7/20/2020,Tivoli Gardens,556
7/21/2020,PortAventura World,1883
7/21/2020,Tivoli Gardens,1151
7/22/2020,PortAventura World,1828
7/22/2020,Tivoli Gardens,1024
7/23/2020,PortAventura World,1382
7/23/2020,Tivoli Gardens,543
7/24/2020,PortAventura World,1742
7/24/2020,Tivoli Gardens,993
7/25/2020,PortAventura World,8809
7/25/2020,Tivoli Gardens,4593
7/26/2020,PortAventura World,7452
7/26/2020,Tivoli Gardens,4410
7/27/2020,PortAventura World,5566
7/27/2020,Tivoli Gardens,2463
7/28/2020,PortAventura World,6734
7/28/2020,Tivoli Gardens,3702
7/29/2020,PortAventura World,5653
7/29/2020,Tivoli Gardens,3141
7/30/2020,PortAventura World,3999
7/30/2020,Tivoli Gardens,2220
7/31/2020,PortAventura World,192
7/31/2020,Tivoli Gardens,-63
8/1/2020,PortAventura World,7025
8/1/2020,Tivoli Gardens,3632
8/2/2020,PortAventura World,7690
8/2/2020,Tivoli Gardens,4516
8/3/2020,PortAventura World,9932
8/3/2020,Tivoli Gardens,4482
8/4/2020,PortAventura World,15666
8/4/2020,Tivoli Gardens,8288
8/5/2020,PortAventura World,12859
8/5/2020,Tivoli Gardens,7181
8/6/2020,PortAventura World,11211
8/6/2020,Tivoli Gardens,6069
8/7/2020,PortAventura World,5423
8/7/2020,Tivoli Gardens,2792
8/8/2020,PortAventura World,9103
8/8/2020,Tivoli Gardens,4226
8/9/2020,PortAventura World,7228
8/9/2020,Tivoli Gardens,4248
8/10/2020,PortAventura World,9049
8/10/2020,Tivoli Gardens,4071
8/11/2020,PortAventura World,9714
8/11/2020,Tivoli Gardens,5245
8/12/2020,PortAventura World,8320
8/12/2020,Tivoli Gardens,4445
8/13/2020,PortAventura World,8807
8/13/2020,Tivoli Gardens,4763
8/14/2020,PortAventura World,6441
8/14/2020,Tivoli Gardens,3243
8/15/2020,PortAventura World,14284
8/15/2020,Tivoli Gardens,6805
8/16/2020,PortAventura World,6852
8/16/2020,Tivoli Gardens,4315
8/17/2020,PortAventura World,7999
8/17/2020,Tivoli Gardens,4157
8/18/2020,PortAventura World,12865
8/18/2020,Tivoli Gardens,6388
8/19/2020,PortAventura World,10407
8/19/2020,Tivoli Gardens,5890
8/20/2020,PortAventura World,14843
8/20/2020,Tivoli Gardens,7263
8/21/2020,PortAventura World,7237
8/21/2020,Tivoli Gardens,3625
8/22/2020,PortAventura World,13722
8/22/2020,Tivoli Gardens,7087
8/23/2020,PortAventura World,9899
8/23/2020,Tivoli Gardens,6384
8/24/2020,PortAventura World,8526
8/24/2020,Tivoli Gardens,4209
8/25/2020,PortAventura World,7525
8/25/2020,Tivoli Gardens,4263
8/26/2020,PortAventura World,9656
8/26/2020,Tivoli Gardens,4669
8/27/2020,PortAventura World,10933
8/27/2020,Tivoli Gardens,5703
8/28/2020,PortAventura World,6132
8/28/2020,Tivoli Gardens,3508
8/29/2020,PortAventura World,12490
8/29/2020,Tivoli Gardens,7136
8/30/2020,PortAventura World,6948
8/30/2020,Tivoli Gardens,5899
8/31/2020,PortAventura World,1093
8/31/2020,Tivoli Gardens,936
9/1/2020,PortAventura World,-792
9/1/2020,Tivoli Gardens,-321
9/2/2020,PortAventura World,883
9/2/2020,Tivoli Gardens,870
9/3/2020,PortAventura World,-788
9/3/2020,Tivoli Gardens,1
9/4/2020,PortAventura World,-755
9/4/2020,Tivoli Gardens,-399
9/5/2020,PortAventura World,13183
9/5/2020,Tivoli Gardens,7206
9/6/2020,PortAventura World,7996
9/6/2020,Tivoli Gardens,5989
9/7/2020,PortAventura World,-844
9/7/2020,Tivoli Gardens,-375
9/8/2020,PortAventura World,246
9/8/2020,Tivoli Gardens,700
9/9/2020,PortAventura World,1764
9/9/2020,Tivoli Gardens,1285
9/10/2020,PortAventura World,344
9/10/2020,Tivoli Gardens,739
9/11/2020,PortAventura World,3
9/11/2020,Tivoli Gardens,495
9/12/2020,PortAventura World,15733
9/12/2020,Tivoli Gardens,8333
9/13/2020,PortAventura World,11547
9/13/2020,Tivoli Gardens,7633
9/14/2020,PortAventura World,-2474
9/14/2020,Tivoli Gardens,-1004
9/15/2020,PortAventura World,-2571
9/15/2020,Tivoli Gardens,-912
9/16/2020,PortAventura World,-699
9/16/2020,Tivoli Gardens,-274
9/17/2020,PortAventura World,-2049
9/17/2020,Tivoli Gardens,-702
9/18/2020,PortAventura World,-1505
9/18/2020,Tivoli Gardens,-551
9/19/2020,PortAventura World,15137
9/19/2020,Tivoli Gardens,7437
9/20/2020,PortAventura World,11071
9/20/2020,Tivoli Gardens,7632
9/21/2020,PortAventura World,-1129
9/21/2020,Tivoli Gardens,-187
9/22/2020,PortAventura World,-1685
9/22/2020,Tivoli Gardens,-512
9/23/2020,PortAventura World,-1630
9/23/2020,Tivoli Gardens,-673
9/24/2020,PortAventura World,-3700
9/24/2020,Tivoli Gardens,-1765
9/25/2020,PortAventura World,-3076
9/25/2020,Tivoli Gardens,-1261
9/26/2020,PortAventura World,16343
9/26/2020,Tivoli Gardens,7690
9/27/2020,PortAventura World,7644
9/27/2020,Tivoli Gardens,5463
9/28/2020,PortAventura World,-1790
9/28/2020,Tivoli Gardens,-202
9/29/2020,PortAventura World,-2336
9/29/2020,Tivoli Gardens,-665
9/30/2020,PortAventura World,586
9/30/2020,Tivoli Gardens,581
10/1/2020,PortAventura World,-3979
10/1/2020,Tivoli Gardens,-1706
10/2/2020,PortAventura World,-3986
10/2/2020,Tivoli Gardens,-1987
10/3/2020,PortAventura World,10612
10/3/2020,Tivoli Gardens,4601
10/4/2020,PortAventura World,6516
10/4/2020,Tivoli Gardens,4113
10/5/2020,PortAventura World,-2191
10/5/2020,Tivoli Gardens,-2324
10/6/2020,PortAventura World,-2444
10/6/2020,Tivoli Gardens,-2519
10/7/2020,PortAventura World,1743
10/7/2020,Tivoli Gardens,-1090
10/8/2020,PortAventura World,-613
10/8/2020,Tivoli Gardens,-1970
10/9/2020,PortAventura World,-261
10/9/2020,Tivoli Gardens,-1796
10/10/2020,PortAventura World,17700
10/10/2020,Tivoli Gardens,7852
10/11/2020,PortAventura World,14048
10/11/2020,Tivoli Gardens,8406
10/12/2020,PortAventura World,2873
10/12/2020,Tivoli Gardens,-640
10/13/2020,PortAventura World,-1083
10/13/2020,Tivoli Gardens,-1785
10/14/2020,PortAventura World,3283
10/14/2020,Tivoli Gardens,-423
10/15/2020,PortAventura World,1397
10/15/2020,Tivoli Gardens,-872
10/16/2020,PortAventura World,4204
10/16/2020,Tivoli Gardens,-332
10/17/2020,PortAventura World,15349
10/17/2020,Tivoli Gardens,6262
10/18/2020,PortAventura World,15902
10/18/2020,Tivoli Gardens,8183
